"participant_id","fileAs","givenname","surname","birthdate","gender","Address_1","city","province","postalCode"
"196","Whitelightnin, Charles","Charles","Whitelightnin","7/12/2003 12:00:00 AM","male","4347 Baker Street","SASKATOON","SK","S7T 0G5"
"197","Riojas, Sharon","Sharon","Riojas","2/19/2002 12:00:00 AM","female","1124 Goyeau Ave","REGINA","SK","S4S 6Y8"
"198","Mumaw, Donna","Donna","Mumaw","1/1/2004 12:00:00 AM","female","1976 Galts Ave","MOOSE JAW","SK","S6H 3S4"
"199","Aamodt, George","George","Aamodt","12/23/2003 12:00:00 AM","male","2572 chemin Saint-Ignace","NORTH BATTLEFORD","SK","S9A 1T7"
"200","Alpern, Darren","Darren","Alpern","8/27/2004 12:00:00 AM","male","1301 Yoho Valley Road","MOOSE JAW","SK","S6H 4R3"
"201","Tomita, Trenton","Trenton","Tomita","11/30/2000 12:00:00 AM","male","76 Islington Ave","MEADOW LAKE","SK","S9X 1A5"
"202","Bennett, Donald","Donald","Bennett","3/11/2004 12:00:00 AM","male","1297 Bank St","MEADOW LAKE","SK","S9X 1K2"
"203","Seawright, Thomas","Thomas","Seawright","8/1/2001 12:00:00 AM","male","744 St Marys Rd","VISCOUNT","SK","X0X 0X0"
"204","McNiel, Clint","Clint","McNiel","1/27/2005 12:00:00 AM","male","3732 Eglinton Avenue","MOOSE JAW","SK","S6H 8B7"
"205","Schlenker, Coleman","Coleman","Schlenker","1/22/2002 12:00:00 AM","male","4855 Beaver Creek","INDIAN HEAD","SK","X0X 0X0"
"206","Guajardo, Lance","Lance","Guajardo","3/29/2005 12:00:00 AM","male","4297 St Jean Baptiste St","SASKATOON","SK","S7K 0N5"
"207","Pruneda, James","James","Pruneda","12/27/2000 12:00:00 AM","male","1691 137th Avenue","PRINCE ALBERT","SK","S6V 1Y7"
"208","Temple, Kevin","Kevin","Temple","8/17/2001 12:00:00 AM","male","397 Papineau Avenue","WEYBURN","SK","S4H 3M3"
"209","Hoff, Kimberly","Kimberly","Hoff","2/23/2004 12:00:00 AM","female","1767 Cork St","SASKATOON","SK","S7H 5A6"
"210","Pinkham, Steven","Steven","Pinkham","6/14/2001 12:00:00 AM","male","3265 Barrydowne Road","SASKATOON","SK","S7T 1E1"
"211","Stalnaker, Charles","Charles","Stalnaker","7/2/2004 12:00:00 AM","male","318 Tycos Dr","ZEALANDIA","SK","S0L 3N0"
"212","Ardinger, Michael","Michael","Ardinger","4/29/2005 12:00:00 AM","male","4550 Nootka Street","REGINA","SK","S4R 2A9"
"213","Kerins, Ryan","Ryan","Kerins","8/12/2001 12:00:00 AM","male","1320 St. John Street","YORKTON","SK","S3N 2J8"
"214","Aris, Robert","Robert","Aris","10/2/2003 12:00:00 AM","male","1302 Tycos Dr","WEYBURN","SK","S4H 2P5"
"215","Cardosi, John","John","Cardosi","1/10/2005 12:00:00 AM","male","3602 Hyde Park Road","SASKATOON","SK","S7K 7Y7"
"216","Riggenbach, Edgar","Edgar","Riggenbach","11/5/2004 12:00:00 AM","male","4036 Goyeau Ave","SASKATOON","SK","S7L 5H9"
"217","Bacorn, Gertrude","Gertrude","Bacorn","1/29/2002 12:00:00 AM","female","2325 Birkett Lane","MOOSE JAW","SK","S6J 1A3"
"218","Arkwright, Karen","Karen","Arkwright","11/20/2000 12:00:00 AM","female","2535 137th Avenue","CARROT RIVER","SK","S0E 0L0"
"219","Nantanapibul, Patricia","Patricia","Nantanapibul","3/28/2002 12:00:00 AM","female","697 Halsey Avenue","YORKTON","SK","S4N 0N5"
"220","Spueler, Saul","Saul","Spueler","4/1/2005 12:00:00 AM","male","488 St. John Street","SASKATOON","SK","S7M 5E9"
"221","Fofana, Nancy","Nancy","Fofana","11/16/2000 12:00:00 AM","female","655 Pearl Street","CODETTE","SK","S0E 0P0"
"222","Maltese, Holly","Holly","Maltese","7/13/2003 12:00:00 AM","female","3192 Benton Street","REGINA","SK","S4V 1M1"
"223","Riad, Sandy","Sandy","Riad","5/7/2004 12:00:00 AM","female","4456 Brand Road","PRINCE ALBERT","SK","S6V 4B9"
"224","Garrison, William","William","Garrison","10/3/2003 12:00:00 AM","male","2336 Yoho Valley Road","MOOSE JAW","SK","S6H 1X7"
"225","McMutry, Bruce","Bruce","McMutry","3/27/2005 12:00:00 AM","male","4350 Hammarskjold Dr","SASKATOON","SK","S7L 1T8"
"226","Keever, Donald","Donald","Keever","2/28/2002 12:00:00 AM","male","3993 Orenda Rd","SWIFT CURRENT","SK","S9H 2A6"
"227","Woodbridge, Gabriela","Gabriela","Woodbridge","8/29/2003 12:00:00 AM","female","1302 Brand Road","NORTH BATTLEFORD","SK","S9A 0L1"
"228","Norwick, Leonard","Leonard","Norwick","5/2/2001 12:00:00 AM","male","2171 Nelson Street","ESTEVAN","SK","S4A 2H3"
"229","Wieto, Ethan","Ethan","Wieto","11/18/2003 12:00:00 AM","male","4808 49th Avenue","SASKATOON","SK","S7L 3R7"
"230","Vanacore, Joseph","Joseph","Vanacore","5/24/2004 12:00:00 AM","male","2007 Jasper Avenue","REGINA","SK","S4R 8J5"
"231","Williford, Charles","Charles","Williford","3/4/2001 12:00:00 AM","male","4234 Eglinton Avenue","SASKATOON","SK","S7J 9G8"
"232","Charco, Carl","Carl","Charco","10/6/2003 12:00:00 AM","male","4435 Danforth Avenue","PRINCE ALBERT","SK","S6V 6K6"
"233","Revolorio, Herbert","Herbert","Revolorio","11/13/2003 12:00:00 AM","male","4146 Rose Street","MOOSE JAW","SK","S6H 4P9"
"234","Staszak, Jerry","Jerry","Staszak","2/23/2002 12:00:00 AM","male","3490 Burdett Avenue","REGINA","SK","S4R 3R4"
"235","Spruill, Michael","Michael","Spruill","4/29/2005 12:00:00 AM","male","3679 Brand Road","MAPLE CREEK","SK","S0N 1N0"
"236","Badders, Cindy","Cindy","Badders","11/24/2000 12:00:00 AM","female","2124 Haaglund Rd","REGINA","SK","S4X 4K7"
"237","Carballo, Clifton","Clifton","Carballo","11/3/2001 12:00:00 AM","male","763 Brant Ave","SASKATOON","SK","S7M 3W3"
"238","Houlihan, Scott","Scott","Houlihan","10/27/2001 12:00:00 AM","male","354 Essendene Avenue","YORKTON","SK","S3N 2Z8"
"239","Goodloe, Charlie","Charlie","Goodloe","2/7/2005 12:00:00 AM","male","135 Acton Avenue","MOOSE JAW","SK","S6H 3C5"
"240","Tews, William","William","Tews","1/25/2004 12:00:00 AM","male","576 Toy Avenue","REGINA","SK","S4P 3A8"
"241","Pozzobon, Eric","Eric","Pozzobon","6/16/2002 12:00:00 AM","male","1722 Davis Drive","SWIFT CURRENT","SK","S9H 2E5"
"242","Perona, Greg","Greg","Perona","4/11/2001 12:00:00 AM","male","4811 Queens Sq","ESTEVAN","SK","S4A 0J9"
"243","Driscol, Sylvia","Sylvia","Driscol","5/7/2002 12:00:00 AM","female","111 rue Levy","ESTEVAN","SK","S4A 0Y1"
"244","Graw, Zachary","Zachary","Graw","5/19/2005 12:00:00 AM","male","3060 184th Street","SASKATOON","SK","S7T 0J1"
"245","Blume, Eddie","Eddie","Blume","9/5/2001 12:00:00 AM","male","3927 St Jean Baptiste St","CREIGHTON","SK","S0P 0A0"
"246","Jamison, Matthew","Matthew","Jamison","5/11/2004 12:00:00 AM","male","1742 Jasper Ave","MOOSE JAW","SK","S6H 4B5"
"247","Phillps, Jacqueline","Jacqueline","Phillps","2/3/2004 12:00:00 AM","female","1979 Bayfield St","PRINCE ALBERT","SK","S6V 0W1"
"248","Godi, Ronald","Ronald","Godi","5/19/2001 12:00:00 AM","male","890 Venture Place","WEYBURN","SK","S4H 2L1"
"249","Khoury, Pamela","Pamela","Khoury","9/7/2004 12:00:00 AM","female","3540 Lynden Road","OUTLOOK","SK","S0X 0X0"
"250","Bush, Robert","Robert","Bush","8/6/2004 12:00:00 AM","male","3464 Leslie Street","REGINA","SK","S4V 2W5"
"251","Pavella, Lee","Lee","Pavella","11/24/2000 12:00:00 AM","female","4806 James Street","LA FLECHE","SK","S0H 2K0"
"252","Sarkar, John","John","Sarkar","6/27/2002 12:00:00 AM","male","235 Dominion St","WEYBURN","SK","S4H 0H9"
"253","Muresan, Cynthia","Cynthia","Muresan","4/29/2001 12:00:00 AM","female","4671 Riedel Street","ESTEVAN","SK","S4A 1X2"
"254","Collyer, Odell","Odell","Collyer","1/11/2005 12:00:00 AM","male","1568 Tycos Dr","SASKATOON","SK","S7J 2W5"
"255","Shevlin, Doyle","Doyle","Shevlin","6/10/2004 12:00:00 AM","male","1170 Sixth Street","MOOSE JAW","SK","S6H 5N9"
"256","Furth, Brenda","Brenda","Furth","3/25/2004 12:00:00 AM","female","3104 George Street","REGINA","SK","S4T 7N9"
"257","Lundie, Jacob","Jacob","Lundie","4/18/2002 12:00:00 AM","male","276 St Jean Baptiste St","YORKTON","SK","S0X 0X0"
"258","Husby, Mary","Mary","Husby","8/9/2003 12:00:00 AM","female","4931 River Street","PAMBRUN","SK","S0N 1W0"
"259","Spayde, Lucy","Lucy","Spayde","11/26/2001 12:00:00 AM","female","1330 Nelson Street","MOOSE JAW","SK","S6H 4K4"
"260","McFerrin, Daphne","Daphne","McFerrin","2/23/2004 12:00:00 AM","female","506 Brant Ave","SWIFT CURRENT","SK","S9H 4H7"
"261","Stanczyk, Patricia","Patricia","Stanczyk","1/26/2004 12:00:00 AM","female","873 Manitoba Street","REGINA","SK","S4S 3X5"
"262","Candell, Ruth","Ruth","Candell","7/14/2000 12:00:00 AM","female","1730 King Street","WEYBURN","SK","S4H 2Y1"
"263","Harbinson, Todd","Todd","Harbinson","4/25/2001 12:00:00 AM","male","3470 Wallbridge Loyalist Rd","REGINA","SK","S4R 7M5"
"264","Leaverton, Brenda","Brenda","Leaverton","7/30/2000 12:00:00 AM","female","1640 Rustico Road","FIFE LAKE","SK","S0H 1N0"
"265","Cofrancesco, Janet","Janet","Cofrancesco","2/13/2005 12:00:00 AM","female","927 Maria St","ST GREGOR","SK","S0K 3X0"
"266","Olea, Linda","Linda","Olea","12/7/2001 12:00:00 AM","female","3004 Ross Street","ESTEVAN","SK","S4A 1N5"
"267","Facchini, Melanie","Melanie","Facchini","4/6/2005 12:00:00 AM","female","220 7th Ave","MOOSE JAW","SK","S6H 0B3"
"268","Twyman, Tim","Tim","Twyman","11/28/2002 12:00:00 AM","male","3587 rue Levy","SASKATOON","SK","S7J 0X5"
"269","Kern, Paul","Paul","Kern","11/6/2001 12:00:00 AM","male","1592 Rose Street","REGINA","SK","S4X 3H3"
"270","Homrighaus, Billy","Billy","Homrighaus","8/8/2005 12:00:00 AM","male","2562 Ste. Catherine Ouest","SASKATOON","SK","S7N 0H2"
"271","Russotto, Barbara","Barbara","Russotto","12/4/2001 12:00:00 AM","female","3937 Bridgeport Rd","SASKATOON","SK","S7H 5A6"
"272","Plunk, Richard","Richard","Plunk","11/7/2004 12:00:00 AM","male","4960 Bank St","CONQUEST","SK","S0L"
"273","Neatherlin, Margaret","Margaret","Neatherlin","8/6/2004 12:00:00 AM","female","4654 Beaver Creek","PENNANT","SK","S0N 1X0"
"274","Wortham, Robert","Robert","Wortham","6/13/2006 12:00:00 AM","male","4966 90th Avenue","NORTH BATTLEFORD","SK","S9A 1N5"
"275","Greenstone, Ernest","Ernest","Greenstone","12/23/2005 12:00:00 AM","male","4468 Roger Street","ESTEVAN","SK","S4A 1V7"
"276","Wetch, Mary","Mary","Wetch","4/28/2003 12:00:00 AM","female","2810 rue Principale","REGINA","SK","S4R 6V6"
"277","Kunz, Sam","Sam","Kunz","1/29/2006 12:00:00 AM","male","3741 Merivale Road","MOOSE JAW","SK","S6H 5P3"
"278","Rankins, Jeffery","Jeffery","Rankins","11/2/2005 12:00:00 AM","male","1295 Tolmie St","ESTEVAN","SK","S4A 0M5"
"279","Espiridion, Barbara","Barbara","Espiridion","8/3/2004 12:00:00 AM","female","2757 Toy Avenue","MOOSE JAW","SK","S6H 3V3"
"280","Sporer, James","James","Sporer","3/5/2003 12:00:00 AM","male","4173 Cordova Street","DONAVON","SK","S0L 0W0"
"281","Kopke, Andrew","Andrew","Kopke","11/8/2004 12:00:00 AM","male","2705 90th Avenue","SASKATOON","SK","S7J 2R7"
"282","Mancos, Timothy","Timothy","Mancos","5/11/2005 12:00:00 AM","male","202 Blanshard","MOOSE JAW","SK","S6H 0Y5"
"283","Greenhalgh, Allen","Allen","Greenhalgh","4/4/2003 12:00:00 AM","male","4038 King Street","ANTLER","SK","S0C 0E0"
"284","Pelland, Alfred","Alfred","Pelland","9/23/2001 12:00:00 AM","male","4699 Ross Street","MOOSE JAW","SK","S6H 2A5"
"285","Nottage, Joyce","Joyce","Nottage","1/10/2003 12:00:00 AM","female","3443 Kinchant St","RAYMORE","SK","S0A 3J0"
"286","Camps, Fred","Fred","Camps","8/10/2002 12:00:00 AM","male","3390 St Jean Baptiste St","SASKATOON","SK","S7J 4Y4"
"287","Chindlund, William","William","Chindlund","3/12/2005 12:00:00 AM","male","2106 St-Jacques Est","SALTCOATS","SK","S0A 3R0"
"288","Sloup, Lucinda","Lucinda","Sloup","6/9/2005 12:00:00 AM","female","4804 Boulevard Cremazie","NORTH BATTLEFORD","SK","S9A 3W1"
"289","Sacco, Judith","Judith","Sacco","6/6/2003 12:00:00 AM","female","2008 Matheson St","REGINA","SK","S4N 1Y4"
"290","Kruse, George","George","Kruse","1/10/2002 12:00:00 AM","male","1908 Adelaide St","PRINCE ALBERT","SK","S6V 3R9"
"291","Fontana, Joshua","Joshua","Fontana","2/8/2005 12:00:00 AM","male","2253 Maynard Rd","SWIFT CURRENT","SK","S9H 0S5"
"292","Shiner, Joe","Joe","Shiner","6/12/2003 12:00:00 AM","male","11 Bay Street","WEBURN","SK","S4H 0V4"
"293","Made, William","William","Made","12/10/2005 12:00:00 AM","male","830 Adelaide St","SASKATOON","SK","S7K 6L8"
"294","Plankenhorn, Jason","Jason","Plankenhorn","6/30/2002 12:00:00 AM","male","2326 Bayfield St","MOOSE JAW","SK","S6H 6M1"
"295","Lopes, Robert","Robert","Lopes","5/11/2003 12:00:00 AM","male","1704 A Avenue","SASKATOON","SK","S7K 5S6"
"296","Jones, Michelle","Michelle","Jones","1/31/2006 12:00:00 AM","female","1757 Papineau Avenue","SASKATOON","SK","S7M 1K4"
"297","Lofaro, Thomas","Thomas","Lofaro","2/18/2003 12:00:00 AM","male","3780 11th Ave","MOOSE JAW","SK","S6H 7T7"
"298","Mendez, Roscoe","Roscoe","Mendez","4/2/2002 12:00:00 AM","male","1310 Acton Avenue","SASKATOON","SK","S7H 0Z9"
"299","Dustbringer, Jordan","Jordan","Dustbringer","9/29/2001 12:00:00 AM","male","1916 James Street","SASKATOON","SK","S7L 3E2"
"300","Cruztorres, Jason","Jason","Cruztorres","9/15/2004 12:00:00 AM","male","839 Haaglund Rd","FISKE","SK","S0L 1C0"
"301","Beaudin, Gail","Gail","Beaudin","11/18/2002 12:00:00 AM","female","2894 5th Avenue","NORTH BATTLEFORD","SK","S9A 2X4"
"302","Stracener, Francisca","Francisca","Stracener","11/20/2004 12:00:00 AM","female","4911 43rd Avenue","WEYBURN","SK","S4H 2Z9"
"303","Cannavo, William","William","Cannavo","3/11/2006 12:00:00 AM","male","3537 Carlson Road","SASKATOON","SK","S7J 0L2"
"304","Antonacci, Joseph","Joseph","Antonacci","9/11/2005 12:00:00 AM","male","4597 Fourth Avenue","BALWINTON","SK","S0M 0B0"
"305","Kraemer, Alan","Alan","Kraemer","9/23/2005 12:00:00 AM","male","3474 Nelson Street","SASKATOON","SK","S7H 0K4"
"306","Autrey, Herbert","Herbert","Autrey","8/5/2005 12:00:00 AM","male","4484 Quayside Dr","MOOSE JAW","SK","S6H 5M4"
"307","Molino, Debbie","Debbie","Molino","12/5/2001 12:00:00 AM","female","1159 Ross Terrasse","PRINCE ALBERT","SK","S6V 6A2"
"308","Elderidge, Franklin","Franklin","Elderidge","8/15/2005 12:00:00 AM","male","2201 rue des Champs","CANDLE LAKE","SK","S0J 3E0"
"309","Mathur, Richard","Richard","Mathur","12/4/2004 12:00:00 AM","male","2076 90th Avenue","SASKATOON","SK","S7L 5B6"
"310","Stutts, Brian","Brian","Stutts","5/5/2006 12:00:00 AM","male","4205 Barton Street","SASKATOON","SK","S7L 2E5"
"311","Drenner, Jaime","Jaime","Drenner","10/6/2002 12:00:00 AM","female","4229 Park Ct","REGINA","SK","S4S 6Z6"
"312","Manzanero, Andrew","Andrew","Manzanero","9/19/2005 12:00:00 AM","male","4647 Whitmore Road","WEYBURN","SK","S4H 0S5"
"313","Kalia, Troy","Troy","Kalia","9/11/2002 12:00:00 AM","male","1961 A Avenue","LLOYDMINSTER","SK","S9V 1V8"
"314","Flenord, Kenneth","Kenneth","Flenord","9/3/2002 12:00:00 AM","male","2751 Papineau Avenue","SWIFT CURRENT","SK","S9H 2R1"
"315","Imparato, Joan","Joan","Imparato","5/4/2003 12:00:00 AM","male","2492 Port Washington Road","PRINCE ALBERT","SK","S6V 6V3"
"316","Hiebert, Albert","Albert","Hiebert","8/12/2004 12:00:00 AM","male","4929 Halsey Avenue","SASKATOON","SK","S7M 5V8"
"317","Sterner, Mathew","Mathew","Sterner","4/12/2003 12:00:00 AM","male","2452 Churchill Plaza","TOMPKINS","SK","S0N 2S0"
"318","Grasso, Paul","Paul","Grasso","6/18/2003 12:00:00 AM","male","1122 York St","SASKATOON","SK","S7K 4G3"
"319","Henandez, Matthew","Matthew","Henandez","6/26/2002 12:00:00 AM","male","2111 Paris St","PRINCE ALBERT","SK","S6V 2E3"
"320","Gartrell, Scott","Scott","Gartrell","7/22/2002 12:00:00 AM","male","1662 137th Avenue","MOOSE JAW","SK","S6K 1A5"
"321","Berglund, Lee","Lee","Berglund","7/25/2005 12:00:00 AM","male","4724 102nd Avenue","SASKATOON","SK","S7M 1W5"
"322","Shawn, Penny","Penny","Shawn","1/15/2006 12:00:00 AM","female","1514 Township Rd","BEECHY","SK","S0L 0C0"
"323","Osmanovic, Christopher","Christopher","Osmanovic","5/11/2003 12:00:00 AM","male","1709 Port Washington Road","NORTH BATTLEFORD","SK","S9A 0L1"
"324","Zellman, Abdul","Abdul","Zellman","2/23/2006 12:00:00 AM","male","3726 Scotts Lane","ESTERHAZY","SK","S0A 0Y0"
"325","Wellington, Roger","Roger","Wellington","9/26/2005 12:00:00 AM","male","1015 Reserve St","MOOSE JAW","SK","S6H 0K8"
"326","Ciulla, Richard","Richard","Ciulla","8/23/2002 12:00:00 AM","male","453 Park Ct","ESTEVAN","SK","S4A 0P6"
"327","McKibben, Hattie","Hattie","McKibben","2/15/2005 12:00:00 AM","female","350 Acton Avenue","SASKATOON","SK","S7L 4Y9"
"328","Morario, Joyce","Joyce","Morario","7/10/2002 12:00:00 AM","female","4464 Heatherleigh","PRINCE ALBERT","SK","S6V 2G8"
"329","Devries, Edmund","Edmund","Devries","11/27/2001 12:00:00 AM","male","2652 Hillside Dr","REGINA","SK","S4R 4L7"
"330","Stroy, Brandon","Brandon","Stroy","4/5/2003 12:00:00 AM","male","2058 Center St","SWIFT CURRENT","SK","S9H 2K7"
"331","Seaton, Patricia","Patricia","Seaton","10/28/2004 12:00:00 AM","female","4069 Tycos Dr","ESTEVAN","SK","S4A 0A7"
"332","Vagliardo, Susan","Susan","Vagliardo","12/10/2004 12:00:00 AM","female","1237 40th Street","BEECHY","SK","S0L 0C0"
"333","Jaggers, James","James","Jaggers","2/9/2006 12:00:00 AM","male","4606 Bay Street","DORINTOSH","SK","S0M 0T0"
"334","Rispoli, Vita","Vita","Rispoli","11/22/2004 12:00:00 AM","female","1576 Port Washington Road","REGINA","SK","S4S 5N4"
"335","Nganga, Maria","Maria","Nganga","9/18/2004 12:00:00 AM","female","997 Eglinton Avenue","SASKATOON","SK","S7M 5A8"
"336","Falbo, Ramon","Ramon","Falbo","8/10/2004 12:00:00 AM","male","4562 Bay Street","NORTH BATTLEFORD","SK","S9A 1T7"
"337","Lira, Richard","Richard","Lira","9/26/2005 12:00:00 AM","male","3867 Merton Street","PARKSIDE","SK","S0J 2A0"
"338","Bakker, Jason","Jason","Bakker","3/18/2005 12:00:00 AM","male","3003 49th Avenue","CANWOOD","SK","S0C 0W0"
"339","Severson, Daniel","Daniel","Severson","5/13/2005 12:00:00 AM","male","659 rue Principale","MOOSE JAW","SK","S6J 1E5"
"340","Schiltz, Geneva","Geneva","Schiltz","11/28/2004 12:00:00 AM","female","2941 Glover Road","SASKATOON","SK","S7H 3T7"
"341","Zwigart, Stephen","Stephen","Zwigart","8/11/2002 12:00:00 AM","male","811 Joseph St","WEYBURN","SK","S4H 1M2"
"342","Ahlquist, Edgar","Edgar","Ahlquist","12/19/2001 12:00:00 AM","male","4730 Bay Street","TISDALE","SK","S0E 1T0"
"343","Keeton, Billy","Billy","Keeton","12/4/2001 12:00:00 AM","male","4094 Eglinton Avenue","CABRI","SK","X0X 0X0"
"344","McAninch, Wesley","Wesley","McAninch","10/13/2005 12:00:00 AM","male","3931 Kinchant St","YORKTON","SK","S3N 3E1"
"345","Staubin, David","David","Staubin","4/17/2006 12:00:00 AM","male","2447 Tycos Dr","YELLOWGRASS","SK","S0G 5J0"
"346","Conlin, Timothy","Timothy","Conlin","2/25/2002 12:00:00 AM","male","4251 Rue De La Gare","WEYBURN","SK","S4H 1M2"
"347","McBrayer, Jeremy","Jeremy","McBrayer","3/28/2003 12:00:00 AM","male","1418 47th Avenue","SASKATOON","SK","S7N 2A5"
"348","Cullins, Randall","Randall","Cullins","8/18/2002 12:00:00 AM","male","4835 Reserve St","PRINCE ALBERT","SK","S6V 4N1"
"349","Makki, Aaron","Aaron","Makki","5/31/2005 12:00:00 AM","male","4944 rue Principale","PRINCE ALBERT","SK","S6V 7Y4"
"350","Brinkman, Kari","Kari","Brinkman","9/27/2002 12:00:00 AM","female","1692 Tycos Dr","REGINA","SK","S4P 2W6"
"351","Alicea, Jacob","Jacob","Alicea","11/9/2002 12:00:00 AM","male","2089 Paradise Crescent","REGINA","SK","S4R 6K9"
"352","Claire, Stuart","Stuart","Claire","4/29/2006 12:00:00 AM","male","1759 St. John Street","SCEPTRES","SK","S0N 2H0"
"353","Martini, Danny","Danny","Martini","9/1/2004 12:00:00 AM","male","885 rue de la Gauchetière","SASKATOON","SK","S7L 1Z2"
"354","Graeter, James","James","Graeter","4/2/2005 12:00:00 AM","male","2556 Fallon Drive","ROCKHAVEN","SK","S0M 2R0"
"355","Sayloe, Nicole","Nicole","Sayloe","10/11/2005 12:00:00 AM","female","667 90th Avenue","WEBB","SK","X0X 0X0"
"356","Kamradt, Carl","Carl","Kamradt","7/27/2005 12:00:00 AM","male","1861 rue des Églises Est","REGINA","SK","S4S 7A9"
"357","Parisian, Scott","Scott","Parisian","11/21/2004 12:00:00 AM","male","4256 Leslie Street","MELFORT","SK","S0E 1A0"
"358","Schmidtberger, Almeda","Almeda","Schmidtberger","5/15/2006 12:00:00 AM","female","749 Albert Street","MEOTA","SK","S0M 1X0"
"359","Delpriore, John","John","Delpriore","1/12/2005 12:00:00 AM","male","4106 Kinchant St","SASKATOON","SK","S7J 1R6"
"360","Toste, James","James","Toste","12/17/2001 12:00:00 AM","male","3677 Carter Crescent","CHRISTOPHER LAKE","SK","S0J 0W0"
"361","Hornback, Linda","Linda","Hornback","4/26/2003 12:00:00 AM","female","4877 Bayfield St","SASKATOON","SK","S7H 4Y8"
"362","Fangman, Cliff","Cliff","Fangman","5/5/2002 12:00:00 AM","male","2514 René-Lévesque Blvd","SWIFT CURRENT","SK","S9H 3L6"
"363","Eggen, Paul","Paul","Eggen","2/6/2006 12:00:00 AM","male","1789 Carling Avenue","SWIFT CURRENT","SK","S9H 3W7"
"364","Drutman, Walter","Walter","Drutman","11/29/2001 12:00:00 AM","male","1842 1st Ave","LAKE LENORE","SK","S0K 2J0"
"365","Stovall, Greg","Greg","Stovall","3/6/2006 12:00:00 AM","male","1189 Runnymede Rd","PRINCE ALBERT","SK","S6V 6B7"
"366","Street, Nathan","Nathan","Street","7/13/2005 12:00:00 AM","male","384 Algonquin Blvd","MOOSE JAW","SK","S6H 5L9"
"367","Militello, Marilyn","Marilyn","Militello","8/1/2004 12:00:00 AM","female","4213 rue Levy","NORTH BATTLEFORD","SK","S9A 3E2"
"368","Siekman, Charles","Charles","Siekman","11/25/2004 12:00:00 AM","male","1293 Côte Joyeuse","SASKATOON","SK","S7N 1L1"
"369","Yanan, Richard","Richard","Yanan","7/30/2005 12:00:00 AM","male","279 Maynard Rd","PRINCE ALBERT","SK","S6V 0Z1"
"370","Chora, Lionel","Lionel","Chora","2/5/2005 12:00:00 AM","male","4161 Mill Street","SASKATOON","SK","S7N 4A2"
"371","Pacha, Mack","Mack","Pacha","5/27/2006 12:00:00 AM","male","2304 Lyons Avenue","LLOYDMINSTER","SK","S9V 1S6"
"372","Hildebrand, Mary","Mary","Hildebrand","2/4/2006 12:00:00 AM","female","2073 St Jean Baptiste St","SASKATOON","SK","S7L 3L3"
"373","Favor, Lydia","Lydia","Favor","5/22/2002 12:00:00 AM","female","3164 43rd Avenue","DALMENY","SK","S0K 1E0"
"374","Srivastava, Henry","Henry","Srivastava","6/17/2002 12:00:00 AM","male","3647 Carling Avenue","EATONIA","SK","S0L 0Y0"
"375","Vanpelt, Virginia","Virginia","Vanpelt","5/25/2005 12:00:00 AM","female","1958 Pearl Street","PRINCE ALBERT","SK","S6V 7V7"
"376","Aceituno, Eugene","Eugene","Aceituno","9/10/2002 12:00:00 AM","male","2388 Brew Creek Rd","SASKATOON","SK","S7L 6S9"
"377","Polite, Hugh","Hugh","Polite","2/5/2006 12:00:00 AM","male","1650 Victoria Park Ave","SWIFT CURRENT","SK","S9H 5C6"
"378","Yslas, Maria","Maria","Yslas","11/5/2005 12:00:00 AM","female","663 Garafraxa St","REGINA","SK","S4S 1K6"
"379","Donner, Carl","Carl","Donner","8/11/2001 12:00:00 AM","male","2306 9th Avenue","PRINCE ALBERT","SK","S6V 0E2"
"380","Myers, Tyler","Tyler","Myers","12/25/2005 12:00:00 AM","male","2455 Lynden Road","REGINA","SK","S4T 7W7"
"381","Addis, Lillian","Lillian","Addis","7/6/2002 12:00:00 AM","female","3824 Boulevard Laflèche","PRINCE ALBERT","SK","S6V 2M3"
"382","Hanegan, Susan","Susan","Hanegan","7/30/2004 12:00:00 AM","female","2349 Eagle Rd","REGINA","SK","S4R 3B1"
"383","Bean, Eric","Eric","Bean","12/8/2001 12:00:00 AM","male","4444 Eglinton Avenue","SASKATOON","SK","S7N 1Y1"
"384","Bratt, Lester","Lester","Bratt","7/23/2004 12:00:00 AM","male","3028 Robson St","SASKATOON","SK","S7J 2W9"
"385","Dacres, Erin","Erin","Dacres","10/21/2005 12:00:00 AM","female","2215 Robson St","WEBB","SK","X0X 0X0"
"386","Devitt, Neal","Neal","Devitt","1/27/2003 12:00:00 AM","male","3278 Eglinton Avenue","REGINA","SK","S4V 0S1"
"387","Carrow, Alice","Alice","Carrow","2/23/2006 12:00:00 AM","female","3062 Islington Ave","PRINCE ALBERT","SK","S6V 4L2"
"388","Vandoren, Thomas","Thomas","Vandoren","12/12/2004 12:00:00 AM","male","3860 Dundas St","NIPAWIN","SK","S0E 1E0"
"389","Haeffner, Carl","Carl","Haeffner","12/22/2001 12:00:00 AM","male","2513 Kinchant St","ABERNATHY","SK","S0A 0A0"
"390","Peecha, Ramon","Ramon","Peecha","4/8/2006 12:00:00 AM","male","1632 Lake City Way","ESTEVAN","SK","S4A 2G2"
"391","Rabon, Barbara","Barbara","Rabon","11/13/2005 12:00:00 AM","female","1159 James Street","YORKTON","SK","S3N 2B8"
"392","McCaskill, Michael","Michael","McCaskill","11/12/2004 12:00:00 AM","male","1775 Albert Street","WEYBURN","SK","S4H 2N4"
